time,car_x,car_y,car_z,ball_x,ball_y,ball_z
178.205338,0.000000,-4255.850098,16.836992,0.000000,-4252.858887,150.752548
178.222000,0.000000,-4255.850098,16.876991,0.000000,-4252.747070,150.336090
178.222000,0.000000,-4255.850098,16.876991,0.000000,-4252.747070,150.336090
178.238663,0.000000,-4255.850098,16.874510,0.000000,-4252.637207,149.994507
178.238663,0.000000,-4255.850098,16.874510,0.000000,-4252.637207,149.994507
178.255325,0.000000,-4255.850098,16.841503,0.000000,-4252.518555,150.177979
178.255325,0.000000,-4255.850098,16.841503,0.000000,-4252.518555,150.177979
178.271988,0.000000,-4255.850098,16.848497,0.000000,-4252.398926,150.203003
178.271988,0.000000,-4255.850098,16.848497,0.000000,-4252.398926,150.203003
178.288651,0.000000,-4255.850098,16.868496,0.000000,-4252.278809,150.046539
178.288651,0.000000,-4255.850098,16.868496,0.000000,-4252.278809,150.046539
178.305313,0.000000,-4255.850098,16.859999,0.000000,-4252.158691,150.045486
178.305313,0.000000,-4255.850098,16.859999,0.000000,-4252.158691,150.045486
178.321976,0.000000,-4255.850098,16.868496,0.000000,-4252.038574,150.058502
178.321976,0.000000,-4255.850098,16.868496,0.000000,-4252.038574,150.058502
178.338638,0.000000,-4255.850098,16.878496,0.000000,-4251.910156,150.068497
178.338638,0.000000,-4255.850098,16.878496,0.000000,-4251.910156,150.068497
178.355301,0.000000,-4255.850098,16.888496,0.000000,-4251.770508,150.078491
178.355301,0.000000,-4255.850098,16.888496,0.000000,-4251.770508,150.078491
178.371964,0.000000,-4255.850098,16.898497,0.000000,-4251.630371,150.080002
178.371964,0.000000,-4255.850098,16.898497,0.000000,-4251.630371,150.080002
178.388626,0.000000,-4255.850098,16.900000,0.000000,-4251.490234,150.080002
178.388626,0.000000,-4255.850098,16.900000,0.000000,-4251.490234,150.080002
178.405289,0.000000,-4255.850098,16.900000,0.000000,-4251.341797,150.080002
178.405289,0.000000,-4255.850098,16.900000,0.000000,-4251.341797,150.080002
178.421951,0.000000,-4255.850098,16.900000,0.000000,-4251.182129,150.080002
178.421951,0.000000,-4255.850098,16.900000,0.000000,-4251.182129,150.080002
178.438614,0.000000,-4255.850098,16.908499,0.000000,-4251.021973,150.080002
178.438614,0.000000,-4255.850098,16.908499,0.000000,-4251.021973,150.080002
178.455276,0.000000,-4255.850098,16.910000,0.000000,-4250.861816,150.088501
178.455276,0.000000,-4255.850098,16.910000,0.000000,-4250.861816,150.088501
178.471939,0.000000,-4255.850098,16.910000,0.000000,-4250.693359,150.098495
178.471939,0.000000,-4255.850098,16.910000,0.000000,-4250.693359,150.098495
178.488602,0.000000,-4255.850098,16.918499,0.000000,-4250.513672,150.108505
178.488602,0.000000,-4255.850098,16.918499,0.000000,-4250.513672,150.108505
178.505264,0.000000,-4255.850098,16.920000,0.000000,-4250.333496,150.118500
178.505264,0.000000,-4255.850098,16.920000,0.000000,-4250.333496,150.118500
178.521927,0.000000,-4255.850098,16.930000,0.000000,-4250.153809,150.089996
178.521927,0.000000,-4255.850098,16.930000,0.000000,-4250.153809,150.089996
178.538605,0.000000,-4255.850098,16.930000,0.000000,-4249.955078,150.110001
178.538605,0.000000,-4255.850098,16.930000,0.000000,-4249.955078,150.110001
178.555267,0.000000,-4255.850098,16.938505,0.000000,-4249.754883,150.104477
178.555267,0.000000,-4255.850098,16.938505,0.000000,-4249.754883,150.104477
178.571930,0.000000,-4255.850098,16.940001,0.000000,-4249.546387,150.107010
178.571930,0.000000,-4255.850098,16.940001,0.000000,-4249.546387,150.107010
178.588593,0.000000,-4255.850098,16.940001,0.000000,-4249.326660,150.126999
178.588593,0.000000,-4255.850098,16.940001,0.000000,-4249.326660,150.126999
178.605255,0.000000,-4255.850098,16.940001,0.000000,-4249.106445,150.101486
178.605255,0.000000,-4255.850098,16.940001,0.000000,-4249.106445,150.101486
178.621918,0.000000,-4255.850098,16.940001,0.000000,-4248.868164,150.102982
178.621918,0.000000,-4255.850098,16.940001,0.000000,-4248.868164,150.102982
178.638580,0.000000,-4255.850098,16.940001,0.000000,-4248.627930,150.115509
178.638580,0.000000,-4255.850098,16.940001,0.000000,-4248.627930,150.115509
178.655243,0.000000,-4255.850098,16.940001,0.000000,-4248.388184,150.091492
178.655243,0.000000,-4255.850098,16.940001,0.000000,-4248.388184,150.091492
178.671906,0.000000,-4255.850098,16.940001,0.000000,-4248.129395,150.102982
178.671906,0.000000,-4255.850098,16.940001,0.000000,-4248.129395,150.102982
178.688568,0.000000,-4255.850098,16.940001,0.000000,-4247.860840,150.115509
178.688568,0.000000,-4255.850098,16.940001,0.000000,-4247.860840,150.115509
178.705231,0.000000,-4255.850098,16.948505,0.000000,-4247.581055,150.058960
178.705231,0.000000,-4255.850098,16.948505,0.000000,-4247.581055,150.058960
178.721893,0.000000,-4255.850098,16.940001,0.000000,-4247.302246,150.074020
178.721893,0.000000,-4255.850098,16.940001,0.000000,-4247.302246,150.074020
178.738556,0.000000,-4255.850098,16.940001,0.000000,-4247.012207,150.122528
178.738556,0.000000,-4255.850098,16.940001,0.000000,-4247.012207,150.122528
178.755219,0.000000,-4255.850098,16.958506,0.000000,-4246.702148,150.105972
178.755219,0.000000,-4255.850098,16.958506,0.000000,-4246.702148,150.105972
178.771881,0.000000,-4255.850098,16.949999,0.000000,-4246.385254,150.132538
178.771881,0.000000,-4255.850098,16.949999,0.000000,-4246.385254,150.132538
178.788544,0.000000,-4255.850098,16.949999,0.000000,-4246.045410,150.115967
178.788544,0.000000,-4255.850098,16.949999,0.000000,-4246.045410,150.115967
178.805206,0.000000,-4255.850098,16.951492,0.000000,-4245.713867,150.012985
178.805206,0.000000,-4255.850098,16.951492,0.000000,-4245.713867,150.012985
178.821869,0.000000,-4255.850098,16.940001,0.000000,-4245.356934,150.087006
178.821869,0.000000,-4255.850098,16.940001,0.000000,-4245.356934,150.087006
178.838577,0.000000,-4255.850098,16.940001,0.000000,-4244.959473,150.222534
178.838577,0.000000,-4255.850098,16.940001,0.000000,-4244.959473,150.222534
178.855240,0.000000,-4255.850098,16.958557,0.000000,-4244.558594,150.195770
178.855240,0.000000,-4255.850098,16.958557,0.000000,-4244.558594,150.195770
178.871902,0.000000,-4255.850098,16.961441,0.000000,-4244.167480,150.082886
178.871902,0.000000,-4255.850098,16.961441,0.000000,-4244.167480,150.082886
178.888565,0.000000,-4255.850098,16.949999,0.000000,-4243.750000,150.185669
178.888565,0.000000,-4255.850098,16.949999,0.000000,-4243.750000,150.185669
178.905228,0.000000,-4255.850098,16.949999,0.000000,-4243.330078,150.128647
178.905228,0.000000,-4255.850098,16.949999,0.000000,-4243.330078,150.128647
178.921890,0.000000,-4255.850098,16.932884,0.000000,-4242.910156,150.002884
178.921890,0.000000,-4255.850098,16.932884,0.000000,-4242.910156,150.002884
178.938553,0.000000,-4255.850098,16.920000,0.000000,-4242.453125,150.124222
178.938553,0.000000,-4255.850098,16.920000,0.000000,-4242.453125,150.124222
178.955215,0.000000,-4255.850098,16.928558,0.000000,-4241.993164,150.087204
178.955215,0.000000,-4255.850098,16.928558,0.000000,-4241.993164,150.087204
178.971878,0.000000,-4255.850098,16.931442,0.000000,-4241.533203,149.972885
178.971878,0.000000,-4255.850098,16.931442,0.000000,-4241.533203,149.972885
178.988541,0.000000,-4255.850098,16.920000,0.000000,-4241.017578,150.121338
178.988541,0.000000,-4255.850098,16.920000,0.000000,-4241.017578,150.121338
179.005203,0.000000,-4255.850098,16.928558,0.000000,-4240.497559,150.105759
179.005203,0.000000,-4255.850098,16.928558,0.000000,-4240.497559,150.105759
179.021866,0.000000,-4255.850098,16.931442,0.000000,-4239.985840,150.002884
179.021866,0.000000,-4255.850098,16.931442,0.000000,-4239.985840,150.002884
179.038528,0.000000,-4255.850098,16.930000,0.000000,-4239.411621,150.169907
179.038528,0.000000,-4255.850098,16.930000,0.000000,-4239.411621,150.169907
179.055206,0.000000,-4255.850098,16.938560,0.000000,-4238.832031,150.182877
179.055206,0.000000,-4255.850098,16.938560,0.000000,-4238.832031,150.182877
179.071869,0.000000,-4255.850098,16.958567,0.000000,-4238.251465,150.015762
179.071869,0.000000,-4255.850098,16.958567,0.000000,-4238.251465,150.015762
179.088531,0.000000,-4255.841309,16.931433,0.000000,-4237.647461,150.091385
179.088531,0.000000,-4255.841309,16.931433,0.000000,-4237.647461,150.091385
179.105194,0.000000,-4255.839844,16.930000,0.000000,-4236.987305,150.234268
179.105194,0.000000,-4255.839844,16.930000,0.000000,-4236.987305,150.234268
179.121857,0.000000,-4255.541504,16.938568,0.000000,-4236.327148,150.197159
179.121857,0.000000,-4255.541504,16.938568,0.000000,-4236.327148,150.197159
179.138519,0.000000,-4254.802734,16.958567,0.000000,-4235.667480,149.970047
179.138519,0.000000,-4254.802734,16.958567,0.000000,-4235.667480,149.970047
179.155182,0.000000,-4253.670410,16.931433,0.000000,-4234.740234,149.991409
179.155182,0.000000,-4253.670410,16.931433,0.000000,-4234.740234,149.991409
179.171844,0.000000,-4252.120117,16.920000,0.000000,-4233.760254,149.984283
179.171844,0.000000,-4252.120117,16.920000,0.000000,-4233.760254,149.984283
179.188507,0.000000,-4250.187500,16.901430,0.000000,-4232.542969,150.134232
179.188507,0.000000,-4250.187500,16.901430,0.000000,-4232.542969,150.134232
179.205170,0.000000,-4247.847168,16.900000,0.000000,-4231.243164,150.367111
179.205170,0.000000,-4247.847168,16.900000,0.000000,-4231.243164,150.367111
179.221832,0.000000,-4245.096191,16.918570,0.000000,-4229.942871,150.419998
179.221832,0.000000,-4245.096191,16.918570,0.000000,-4229.942871,150.419998
179.238495,0.000000,-4241.963379,16.938570,0.000000,-4228.642578,150.292877
179.238495,0.000000,-4241.963379,16.938570,0.000000,-4228.642578,150.292877
179.255157,0.000000,-4238.431641,16.958569,0.000000,-4227.342773,149.985748
179.255157,0.000000,-4238.431641,16.958569,0.000000,-4227.342773,149.985748
179.271820,0.000000,-4234.601562,16.912861,0.000000,-4225.476074,150.558441
179.271820,0.000000,-4234.601562,16.912861,0.000000,-4225.476074,150.558441
179.288483,0.000000,-4230.398926,16.900000,0.000000,-4223.436035,151.851318
179.288483,0.000000,-4230.398926,16.900000,0.000000,-4223.436035,151.851318
179.305145,0.000000,-4225.825684,16.908569,0.000000,-4221.395996,152.964203
179.305145,0.000000,-4225.825684,16.908569,0.000000,-4221.395996,152.964203
179.321808,0.000000,-4220.881836,16.928570,0.000000,-4219.355957,153.897079
179.321808,0.000000,-4220.881836,16.928570,0.000000,-4219.355957,153.897079
179.338486,0.000000,-4215.585938,16.948570,0.000000,-4217.315918,154.649963
179.338486,0.000000,-4215.585938,16.948570,0.000000,-4217.315918,154.649963
179.355148,0.000000,-4210.272461,16.968582,0.000000,-4215.274414,155.223145
179.355148,0.000000,-4210.272461,16.968582,0.000000,-4215.274414,155.223145
179.371811,0.000000,-4205.112793,16.988583,0.000000,-4213.234375,155.607315
179.371811,0.000000,-4205.112793,16.988583,0.000000,-4213.234375,155.607315
179.388474,0.000000,-4200.092773,17.008583,0.000000,-4211.194336,155.810074
179.388474,0.000000,-4200.092773,17.008583,0.000000,-4211.194336,155.810074
179.405136,0.000000,-4195.221191,17.010000,0.000000,-4209.154297,155.832840
179.405136,0.000000,-4195.221191,17.010000,0.000000,-4209.154297,155.832840
179.421799,0.000000,-4190.491211,17.010000,0.000000,-4207.114258,155.675583
179.421799,0.000000,-4190.491211,17.010000,0.000000,-4207.114258,155.675583
179.438461,0.000000,-4185.911621,17.010000,0.000000,-4205.074219,155.338333
179.438461,0.000000,-4185.911621,17.010000,0.000000,-4205.074219,155.338333
179.455124,0.000000,-4181.479980,17.010000,0.000000,-4203.034668,154.821075
179.455124,0.000000,-4181.479980,17.010000,0.000000,-4203.034668,154.821075
179.471786,0.000000,-4177.190430,17.010000,0.000000,-4201.013184,154.123810
179.471786,0.000000,-4177.190430,17.010000,0.000000,-4201.013184,154.123810
179.488449,0.000000,-4173.050293,17.010000,0.000000,-4198.993164,153.246552
179.488449,0.000000,-4173.050293,17.010000,0.000000,-4198.993164,153.246552
179.505112,0.000000,-4169.058594,17.010000,0.000000,-4196.973145,152.189301
179.505112,0.000000,-4169.058594,17.010000,0.000000,-4196.973145,152.189301
179.521774,0.000000,-4165.208984,17.010000,0.000000,-4194.953125,150.952042
179.521774,0.000000,-4165.208984,17.010000,0.000000,-4194.953125,150.952042
179.538437,0.000000,-4161.490234,16.924158,0.000000,-4192.975586,150.041245
179.538437,0.000000,-4161.490234,16.924158,0.000000,-4192.975586,150.041245
179.555099,0.000000,-4157.918945,16.797077,0.000000,-4191.576172,150.831970
179.555099,0.000000,-4157.918945,16.797077,0.000000,-4191.576172,150.831970
179.571762,0.000000,-4154.489258,16.742830,0.000000,-4190.216309,151.534714
179.571762,0.000000,-4154.489258,16.742830,0.000000,-4190.216309,151.534714
179.588425,0.000000,-4151.208984,16.748585,0.000000,-4188.855957,152.057449
179.588425,0.000000,-4151.208984,16.748585,0.000000,-4188.855957,152.057449
179.605087,0.000000,-4148.069336,16.787170,0.000000,-4187.496094,152.400192
179.605087,0.000000,-4148.069336,16.787170,0.000000,-4187.496094,152.400192
179.621750,0.000000,-4145.078125,16.827169,0.000000,-4186.136230,152.562912
179.621750,0.000000,-4145.078125,16.827169,0.000000,-4186.136230,152.562912
179.638412,0.000000,-4142.228027,16.867170,0.000000,-4184.775879,152.545654
179.638412,0.000000,-4142.228027,16.867170,0.000000,-4184.775879,152.545654
179.655075,0.000000,-4140.088379,16.907177,0.000000,-4183.416016,152.348343
179.655075,0.000000,-4140.088379,16.907177,0.000000,-4183.416016,152.348343
179.671738,0.000000,-4138.920410,16.938589,0.000000,-4182.056152,151.971039
179.671738,0.000000,-4138.920410,16.938589,0.000000,-4182.056152,151.971039
179.688400,0.000000,-4138.619629,16.958588,0.000000,-4180.695801,151.413727
179.688400,0.000000,-4138.619629,16.958588,0.000000,-4180.695801,151.413727
179.705063,0.000000,-4138.778809,16.978588,0.000000,-4179.335938,150.676422
179.705063,0.000000,-4138.778809,16.978588,0.000000,-4179.335938,150.676422
179.721725,0.000000,-4139.300293,16.929874,0.000000,-4178.405273,150.137039
179.721725,0.000000,-4139.300293,16.929874,0.000000,-4178.405273,150.137039
179.738388,0.000000,-4140.159668,16.844231,0.000000,-4178.640137,151.006531
179.738388,0.000000,-4140.159668,16.844231,0.000000,-4178.640137,151.006531
179.755051,0.000000,-4141.449707,16.811409,0.000000,-4178.920410,151.779236
179.755051,0.000000,-4141.449707,16.811409,0.000000,-4178.920410,151.779236
179.771713,0.000000,-4143.160156,16.818590,0.000000,-4179.200195,152.363327
179.771713,0.000000,-4143.160156,16.818590,0.000000,-4179.200195,152.363327
179.788376,0.000000,-4145.280762,16.847181,0.000000,-4179.480469,152.766022
179.788376,0.000000,-4145.280762,16.847181,0.000000,-4179.480469,152.766022
179.805038,0.000000,-4147.812500,16.887180,0.000000,-4179.760254,152.988724
179.805038,0.000000,-4147.812500,16.887180,0.000000,-4179.760254,152.988724
179.821701,0.000000,-4150.744141,16.918591,0.000000,-4180.040527,153.031403
179.821701,0.000000,-4150.744141,16.918591,0.000000,-4180.040527,153.031403
179.838364,0.000000,-4154.067383,16.938591,0.000000,-4180.320312,152.894089
179.838364,0.000000,-4154.067383,16.938591,0.000000,-4180.320312,152.894089
179.855026,0.000000,-4157.770996,16.958590,0.000000,-4180.600586,152.576782
179.855026,0.000000,-4157.770996,16.958590,0.000000,-4180.600586,152.576782
